creator_id,platform,content_type,time_slot,avg_engagement
3,Instagram,LONG,19,0.381
3,Instagram,LONG,20,0.449
3,Instagram,LONG,21,0.708
3,Instagram,LONG,22,0.481
3,Instagram,LONG,23,0.702
3,YouTube,SHORT,0,0.75
3,YouTube,SHORT,1,0.405
3,YouTube,SHORT,2,0.304
3,YouTube,SHORT,3,0.267
3,YouTube,SHORT,4,0.576
3,YouTube,SHORT,5,0.85
3,YouTube,SHORT,6,0.463
3,YouTube,SHORT,7,0.642
3,YouTube,SHORT,8,0.72
3,YouTube,SHORT,9,0.643
3,YouTube,SHORT,10,0.704
3,YouTube,SHORT,11,0.82
3,YouTube,SHORT,12,0.374
3,YouTube,SHORT,13,0.267
3,YouTube,SHORT,14,0.346
3,YouTube,SHORT,15,0.33
3,YouTube,SHORT,16,0.653
3,YouTube,SHORT,17,0.591
3,YouTube,SHORT,18,0.385
3,YouTube,SHORT,19,0.671
3,YouTube,SHORT,20,0.711
3,YouTube,SHORT,21,0.355
3,YouTube,SHORT,22,0.616
3,YouTube,SHORT,23,0.7
3,YouTube,LONG,0,0.475
3,YouTube,LONG,1,1.092
3,YouTube,LONG,2,1.219
3,YouTube,LONG,3,0.47
3,YouTube,LONG,4,0.397
3,YouTube,LONG,5,0.648
3,YouTube,LONG,6,0.968
3,YouTube,LONG,7,1.213
3,YouTube,LONG,8,0.722
3,YouTube,LONG,9,1.001
3,YouTube,LONG,10,0.441
3,YouTube,LONG,11,0.979
3,YouTube,LONG,12,0.924
3,YouTube,LONG,13,0.464
3,YouTube,LONG,14,1.051
3,YouTube,LONG,15,1.119
3,YouTube,LONG,16,0.9
3,YouTube,LONG,17,0.481
3,YouTube,LONG,18,1.236
3,YouTube,LONG,19,1.06
3,YouTube,LONG,20,0.679
3,YouTube,LONG,21,0.75
3,YouTube,LONG,22,0.699
3,YouTube,LONG,23,0.818
4,Instagram,SHORT,0,0.674
4,Instagram,SHORT,1,1.118
4,Instagram,SHORT,2,1.095
4,Instagram,SHORT,3,0.467
4,Instagram,SHORT,4,1.216
4,Instagram,SHORT,5,0.931
4,Instagram,SHORT,6,1.1
4,Instagram,SHORT,7,0.994
4,Instagram,SHORT,8,0.756
4,Instagram,SHORT,9,1.017
4,Instagram,SHORT,10,1.22
4,Instagram,SHORT,11,0.611
4,Instagram,SHORT,12,1.082
4,Instagram,SHORT,13,0.846
4,Instagram,SHORT,14,0.798
4,Instagram,SHORT,15,0.756
4,Instagram,SHORT,16,1.015
4,Instagram,SHORT,17,0.61
4,Instagram,SHORT,18,1.12
4,Instagram,SHORT,19,1.102
4,Instagram,SHORT,20,0.451
4,Instagram,SHORT,21,1.146
4,Instagram,SHORT,22,0.588
4,Instagram,SHORT,23,0.782
4,Instagram,LONG,0,0.618
4,Instagram,LONG,1,0.48
4,Instagram,LONG,2,0.272
4,Instagram,LONG,3,0.761
4,Instagram,LONG,4,0.363
4,Instagram,LONG,5,0.381
4,Instagram,LONG,6,0.73
4,Instagram,LONG,7,0.458
4,Instagram,LONG,8,0.779
4,Instagram,LONG,9,0.672
4,Instagram,LONG,10,0.419
4,Instagram,LONG,11,0.261
4,Instagram,LONG,12,0.819
4,Instagram,LONG,13,0.306
4,Instagram,LONG,14,0.683
4,Instagram,LONG,15,0.546
4,Instagram,LONG,16,0.706
4,Instagram,LONG,17,0.666
4,Instagram,LONG,18,0.639
4,Instagram,LONG,19,0.547
4,Instagram,LONG,20,0.727
4,Instagram,LONG,21,0.31
4,Instagram,LONG,22,0.387
4,Instagram,LONG,23,0.667
4,YouTube,SHORT,0,0.437
4,YouTube,SHORT,1,0.601
4,YouTube,SHORT,2,0.537
4,YouTube,SHORT,3,0.571
4,YouTube,SHORT,4,0.508
4,YouTube,SHORT,5,0.699
4,YouTube,SHORT,6,0.452
4,YouTube,SHORT,7,0.673
4,YouTube,SHORT,8,0.416
4,YouTube,SHORT,9,0.405
4,YouTube,SHORT,10,0.327
4,YouTube,SHORT,11,0.37
4,YouTube,SHORT,12,0.326
4,YouTube,SHORT,13,0.574
4,YouTube,SHORT,14,0.709
4,YouTube,SHORT,15,0.365
4,YouTube,SHORT,16,0.384
4,YouTube,SHORT,17,0.543
4,YouTube,SHORT,18,0.686
4,YouTube,SHORT,19,0.836
4,YouTube,SHORT,20,0.567
4,YouTube,SHORT,21,0.423
4,YouTube,SHORT,22,0.315
4,YouTube,SHORT,23,0.37
4,YouTube,LONG,0,0.574
4,YouTube,LONG,1,0.532
4,YouTube,LONG,2,0.387
4,YouTube,LONG,3,0.842
4,YouTube,LONG,4,0.615
4,YouTube,LONG,5,1.228
4,YouTube,LONG,6,0.859
4,YouTube,LONG,7,0.985
4,YouTube,LONG,8,0.485
4,YouTube,LONG,9,1.135
4,YouTube,LONG,10,0.805
4,YouTube,LONG,11,1.139
4,YouTube,LONG,12,0.877
4,YouTube,LONG,13,0.786
4,YouTube,LONG,14,0.76
4,YouTube,LONG,15,0.536
4,YouTube,LONG,16,0.42
4,YouTube,LONG,17,1.198
4,YouTube,LONG,18,0.793
4,YouTube,LONG,19,1.094
4,YouTube,LONG,20,0.726
4,YouTube,LONG,21,0.44
4,YouTube,LONG,22,0.926
4,YouTube,LONG,23,0.422
5,Instagram,SHORT,0,0.506
5,Instagram,SHORT,1,0.867
5,Instagram,SHORT,2,0.641
5,Instagram,SHORT,3,1.245
5,Instagram,SHORT,4,0.479
5,Instagram,SHORT,5,1.044
5,Instagram,SHORT,6,0.906
5,Instagram,SHORT,7,1.067
5,Instagram,SHORT,8,0.572
5,Instagram,SHORT,9,0.832
5,Instagram,SHORT,10,0.769
5,Instagram,SHORT,11,0.762
5,Instagram,SHORT,12,1.128
5,Instagram,SHORT,13,1.241
5,Instagram,SHORT,14,0.642
5,Instagram,SHORT,15,0.918
5,Instagram,SHORT,16,0.908
5,Instagram,SHORT,17,1.023
5,Instagram,SHORT,18,1.204
5,Instagram,SHORT,19,0.557
5,Instagram,SHORT,20,0.56
5,Instagram,SHORT,21,0.953
5,Instagram,SHORT,22,0.512
5,Instagram,SHORT,23,0.527
5,Instagram,LONG,0,0.3
5,Instagram,LONG,1,0.257
5,Instagram,LONG,2,0.523
5,Instagram,LONG,3,0.608
5,Instagram,LONG,4,0.428
5,Instagram,LONG,5,0.393
5,Instagram,LONG,6,0.676
5,Instagram,LONG,7,0.673
5,Instagram,LONG,8,0.525
5,Instagram,LONG,9,0.664
5,Instagram,LONG,10,0.805
5,Instagram,LONG,11,0.724
5,Instagram,LONG,12,0.627
5,Instagram,LONG,13,0.648
5,Instagram,LONG,14,0.811
5,Instagram,LONG,15,0.508
5,Instagram,LONG,16,0.579
5,Instagram,LONG,17,0.64
5,Instagram,LONG,18,0.796
5,Instagram,LONG,19,0.747
5,Instagram,LONG,20,0.297
5,Instagram,LONG,21,0.354
5,Instagram,LONG,22,0.438
5,Instagram,LONG,23,0.701
5,YouTube,SHORT,0,0.594
5,YouTube,SHORT,1,0.427
5,YouTube,SHORT,2,0.329
5,YouTube,SHORT,3,0.665
5,YouTube,SHORT,4,0.671
5,YouTube,SHORT,5,0.816
5,YouTube,SHORT,6,0.553
5,YouTube,SHORT,7,0.549
5,YouTube,SHORT,8,0.303
5,YouTube,SHORT,9,0.279
5,YouTube,SHORT,10,0.512
5,YouTube,SHORT,11,0.447
5,YouTube,SHORT,12,0.404
5,YouTube,SHORT,13,0.309
5,YouTube,SHORT,14,0.827
5,YouTube,SHORT,15,0.752
5,YouTube,SHORT,16,0.597
5,YouTube,SHORT,17,0.821
5,YouTube,SHORT,18,0.85
5,YouTube,SHORT,19,0.655
5,YouTube,SHORT,20,0.415
5,YouTube,SHORT,21,0.279
5,YouTube,SHORT,22,0.705
5,YouTube,SHORT,23,0.535
5,YouTube,LONG,0,0.945
5,YouTube,LONG,1,1.177
5,YouTube,LONG,2,0.534
5,YouTube,LONG,3,0.887
5,YouTube,LONG,4,0.93
5,YouTube,LONG,5,0.805
5,YouTube,LONG,6,0.455
5,YouTube,LONG,7,0.679
5,YouTube,LONG,8,0.667
5,YouTube,LONG,9,0.961
5,YouTube,LONG,10,1.126
5,YouTube,LONG,11,0.664
5,YouTube,LONG,12,0.982
5,YouTube,LONG,13,0.627
5,YouTube,LONG,14,1.202
5,YouTube,LONG,15,1.087
5,YouTube,LONG,16,0.856
5,YouTube,LONG,17,0.773
5,YouTube,LONG,18,0.65
5,YouTube,LONG,19,0.658
5,YouTube,LONG,20,1.224
5,YouTube,LONG,21,0.729
5,YouTube,LONG,22,0.825
5,YouTube,LONG,23,1.24
6,Instagram,SHORT,0,0.95
6,Instagram,SHORT,1,0.85
6,Instagram,SHORT,2,0.737
6,Instagram,SHORT,3,0.539
6,Instagram,SHORT,4,0.692
6,Instagram,SHORT,5,1.037
6,Instagram,SHORT,6,0.922
6,Instagram,SHORT,7,1.04
6,Instagram,SHORT,8,0.553
6,Instagram,SHORT,9,0.856
6,Instagram,SHORT,10,1.187
6,Instagram,SHORT,11,0.758
6,Instagram,SHORT,12,0.986
6,Instagram,SHORT,13,0.481
6,Instagram,SHORT,14,1.227
6,Instagram,SHORT,15,0.908
6,Instagram,SHORT,16,0.584
6,Instagram,SHORT,17,0.514
6,Instagram,SHORT,18,0.857
6,Instagram,SHORT,19,0.858
6,Instagram,SHORT,20,0.457
6,Instagram,SHORT,21,1.243
6,Instagram,SHORT,22,1.174
6,Instagram,SHORT,23,0.779
6,Instagram,LONG,0,0.325
6,Instagram,LONG,1,0.75
6,Instagram,LONG,2,0.552
6,Instagram,LONG,3,0.681
6,Instagram,LONG,4,0.558
6,Instagram,LONG,5,0.418
6,Instagram,LONG,6,0.752
6,Instagram,LONG,7,0.838
6,Instagram,LONG,8,0.4
6,Instagram,LONG,9,0.583
6,Instagram,LONG,10,0.483
6,Instagram,LONG,11,0.804
6,Instagram,LONG,12,0.557
6,Instagram,LONG,13,0.778
6,Instagram,LONG,14,0.769
6,Instagram,LONG,15,0.419
6,Instagram,LONG,16,0.725
6,Instagram,LONG,17,0.502
6,Instagram,LONG,18,0.811
6,Instagram,LONG,19,0.557
6,Instagram,LONG,20,0.743
6,Instagram,LONG,21,0.423
6,Instagram,LONG,22,0.433
6,Instagram,LONG,23,0.604
6,YouTube,SHORT,0,0.849
6,YouTube,SHORT,1,0.546
6,YouTube,SHORT,2,0.343
6,YouTube,SHORT,3,0.575
6,YouTube,SHORT,4,0.46
6,YouTube,SHORT,5,0.583
6,YouTube,SHORT,6,0.578
6,YouTube,SHORT,7,0.526
6,YouTube,SHORT,8,0.446
6,YouTube,SHORT,9,0.367
6,YouTube,SHORT,10,0.67
6,YouTube,SHORT,11,0.595
6,YouTube,SHORT,12,0.394
6,YouTube,SHORT,13,0.716
6,YouTube,SHORT,14,0.281
6,YouTube,SHORT,15,0.698
6,YouTube,SHORT,16,0.675
6,YouTube,SHORT,17,0.738
6,YouTube,SHORT,18,0.485
6,YouTube,SHORT,19,0.65
6,YouTube,SHORT,20,0.743
6,YouTube,SHORT,21,0.839
6,YouTube,SHORT,22,0.55
6,YouTube,SHORT,23,0.277
6,YouTube,LONG,0,0.815
6,YouTube,LONG,1,0.891
6,YouTube,LONG,2,1.136
6,YouTube,LONG,3,1.14
6,YouTube,LONG,4,0.76
6,YouTube,LONG,5,0.835
6,YouTube,LONG,6,0.775
6,YouTube,LONG,7,1.007
6,YouTube,LONG,8,0.734
6,YouTube,LONG,9,0.948
6,YouTube,LONG,10,0.51
6,YouTube,LONG,11,0.786
6,YouTube,LONG,12,1.223
6,YouTube,LONG,13,0.671
6,YouTube,LONG,14,0.981
6,YouTube,LONG,15,0.944
6,YouTube,LONG,16,1.12
6,YouTube,LONG,17,1.121
6,YouTube,LONG,18,1.127
6,YouTube,LONG,19,0.708
6,YouTube,LONG,20,0.652
6,YouTube,LONG,21,1.004
6,YouTube,LONG,22,1.039
6,YouTube,LONG,23,1.138
7,Instagram,SHORT,0,0.406
7,Instagram,SHORT,1,0.435
7,Instagram,SHORT,2,0.927
7,Instagram,SHORT,3,1.181
7,Instagram,SHORT,4,1.248
7,Instagram,SHORT,5,1.028
7,Instagram,SHORT,6,0.755
7,Instagram,SHORT,7,0.461
7,Instagram,SHORT,8,0.93
7,Instagram,SHORT,9,1.139
7,Instagram,SHORT,10,0.763
7,Instagram,SHORT,11,0.982
7,Instagram,SHORT,12,1.165
7,Instagram,SHORT,13,0.415
7,Instagram,SHORT,14,1.072
7,Instagram,SHORT,15,0.632
7,Instagram,SHORT,16,0.703
7,Instagram,SHORT,17,0.502
7,Instagram,SHORT,18,0.84
7,Instagram,SHORT,19,0.87
7,Instagram,SHORT,20,1.068
7,Instagram,SHORT,21,0.524
7,Instagram,SHORT,22,0.444
7,Instagram,SHORT,23,1.137
7,Instagram,LONG,0,0.624
7,Instagram,LONG,1,0.398
7,Instagram,LONG,2,0.798
7,Instagram,LONG,3,0.34
7,Instagram,LONG,4,0.529
7,Instagram,LONG,5,0.406
7,Instagram,LONG,6,0.407
7,Instagram,LONG,7,0.261
7,Instagram,LONG,8,0.734
7,Instagram,LONG,9,0.791
7,Instagram,LONG,10,0.658
7,Instagram,LONG,11,0.349
7,Instagram,LONG,12,0.518
7,Instagram,LONG,13,0.461
7,Instagram,LONG,14,0.605
7,Instagram,LONG,15,0.635
7,Instagram,LONG,16,0.507
7,Instagram,LONG,17,0.404
7,Instagram,LONG,18,0.758
7,Instagram,LONG,19,0.374
7,Instagram,LONG,20,0.484
7,Instagram,LONG,21,0.543
7,Instagram,LONG,22,0.396
7,Instagram,LONG,23,0.595
7,YouTube,SHORT,0,0.597
7,YouTube,SHORT,1,0.846
7,YouTube,SHORT,2,0.431
7,YouTube,SHORT,3,0.837
7,YouTube,SHORT,4,0.647
7,YouTube,SHORT,5,0.418
7,YouTube,SHORT,6,0.592
7,YouTube,SHORT,7,0.663
7,YouTube,SHORT,8,0.698
7,YouTube,SHORT,9,0.284
7,YouTube,SHORT,10,0.616
7,YouTube,SHORT,11,0.551
7,YouTube,SHORT,12,0.793
7,YouTube,SHORT,13,0.425
7,YouTube,SHORT,14,0.73
7,YouTube,SHORT,15,0.616
7,YouTube,SHORT,16,0.465
7,YouTube,SHORT,17,0.634
7,YouTube,SHORT,18,0.624
7,YouTube,SHORT,19,0.658
7,YouTube,SHORT,20,0.684
7,YouTube,SHORT,21,0.647
7,YouTube,SHORT,22,0.754
7,YouTube,SHORT,23,0.629
7,YouTube,LONG,0,1.165
7,YouTube,LONG,1,0.941
7,YouTube,LONG,2,0.645
7,YouTube,LONG,3,0.761
7,YouTube,LONG,4,0.882
7,YouTube,LONG,5,1.016
7,YouTube,LONG,6,0.454
7,YouTube,LONG,7,0.633
7,YouTube,LONG,8,1.029
7,YouTube,LONG,9,0.529
7,YouTube,LONG,10,0.491
7,YouTube,LONG,11,0.847
7,YouTube,LONG,12,1.225
7,YouTube,LONG,13,0.839
7,YouTube,LONG,14,1.174
7,YouTube,LONG,15,1.102
7,YouTube,LONG,16,0.6
7,YouTube,LONG,17,1.097
7,YouTube,LONG,18,0.797
7,YouTube,LONG,19,1.081
7,YouTube,LONG,20,1.028
7,YouTube,LONG,21,0.671
7,YouTube,LONG,22,0.476
7,YouTube,LONG,23,1.218
8,Instagram,SHORT,0,0.498
8,Instagram,SHORT,1,1.221
8,Instagram,SHORT,2,1.128
8,Instagram,SHORT,3,1.009
8,Instagram,SHORT,4,1.232
8,Instagram,SHORT,5,1.221
8,Instagram,SHORT,6,1.079
8,Instagram,SHORT,7,0.695
8,Instagram,SHORT,8,1.067
8,Instagram,SHORT,9,0.387
8,Instagram,SHORT,10,0.845
8,Instagram,SHORT,11,0.773
8,Instagram,SHORT,12,0.964
8,Instagram,SHORT,13,0.963
8,Instagram,SHORT,14,0.886
8,Instagram,SHORT,15,1.095
8,Instagram,SHORT,16,1.198
8,Instagram,SHORT,17,0.47
8,Instagram,SHORT,18,0.58
8,Instagram,SHORT,19,0.397
8,Instagram,SHORT,20,1.149
8,Instagram,SHORT,21,0.866
8,Instagram,SHORT,22,1.176
8,Instagram,SHORT,23,0.569
8,Instagram,LONG,0,0.293
8,Instagram,LONG,1,0.745
8,Instagram,LONG,2,0.796
8,Instagram,LONG,3,0.435
8,Instagram,LONG,4,0.498
8,Instagram,LONG,5,0.338
8,Instagram,LONG,6,0.818
8,Instagram,LONG,7,0.436
8,Instagram,LONG,8,0.548
8,Instagram,LONG,9,0.313
8,Instagram,LONG,10,0.783
8,Instagram,LONG,11,0.336
8,Instagram,LONG,12,0.525
8,Instagram,LONG,13,0.654
8,Instagram,LONG,14,0.697
8,Instagram,LONG,15,0.818
8,Instagram,LONG,16,0.504
8,Instagram,LONG,17,0.697
8,Instagram,LONG,18,0.347
8,Instagram,LONG,19,0.502
8,Instagram,LONG,20,0.314
8,Instagram,LONG,21,0.546
8,Instagram,LONG,22,0.498
8,Instagram,LONG,23,0.821
8,YouTube,SHORT,0,0.274
8,YouTube,SHORT,1,0.475
8,YouTube,SHORT,2,0.519
8,YouTube,SHORT,3,0.821
8,YouTube,SHORT,4,0.764
8,YouTube,SHORT,5,0.314
8,YouTube,SHORT,6,0.663
8,YouTube,SHORT,7,0.579
8,YouTube,SHORT,8,0.837
8,YouTube,SHORT,9,0.468
8,YouTube,SHORT,10,0.492
8,YouTube,SHORT,11,0.368
8,YouTube,SHORT,12,0.328
8,YouTube,SHORT,13,0.76
8,YouTube,SHORT,14,0.526
8,YouTube,SHORT,15,0.649
8,YouTube,SHORT,16,0.637
8,YouTube,SHORT,17,0.61
8,YouTube,SHORT,18,0.268
8,YouTube,SHORT,19,0.723
8,YouTube,SHORT,20,0.4
8,YouTube,SHORT,21,0.33
8,YouTube,SHORT,22,0.591
8,YouTube,SHORT,23,0.296
8,YouTube,LONG,0,1.045
8,YouTube,LONG,1,0.556
8,YouTube,LONG,2,0.564
8,YouTube,LONG,3,1.136
8,YouTube,LONG,4,0.662
8,YouTube,LONG,5,0.504
8,YouTube,LONG,6,1.163
8,YouTube,LONG,7,0.377
8,YouTube,LONG,8,1.126
8,YouTube,LONG,9,0.502
8,YouTube,LONG,10,0.489
8,YouTube,LONG,11,0.594
8,YouTube,LONG,12,0.528
8,YouTube,LONG,13,0.953
8,YouTube,LONG,14,0.398
8,YouTube,LONG,15,0.388
8,YouTube,LONG,16,1.066
8,YouTube,LONG,17,0.583
8,YouTube,LONG,18,0.658
8,YouTube,LONG,19,0.527
8,YouTube,LONG,20,0.421
8,YouTube,LONG,21,1.024
8,YouTube,LONG,22,0.835
8,YouTube,LONG,23,1.027
9,Instagram,SHORT,0,0.792
9,Instagram,SHORT,1,1.056
9,Instagram,SHORT,2,0.824
9,Instagram,SHORT,3,0.47
9,Instagram,SHORT,4,0.816
9,Instagram,SHORT,5,1.202
9,Instagram,SHORT,6,0.413
9,Instagram,SHORT,7,1.06
9,Instagram,SHORT,8,1.134
9,Instagram,SHORT,9,0.831
9,Instagram,SHORT,10,0.776
9,Instagram,SHORT,11,1.219
9,Instagram,SHORT,12,0.428
9,Instagram,SHORT,13,0.794
9,Instagram,SHORT,14,0.726
9,Instagram,SHORT,15,0.975
9,Instagram,SHORT,16,0.804
9,Instagram,SHORT,17,1.171
9,Instagram,SHORT,18,0.439
9,Instagram,SHORT,19,0.446
9,Instagram,SHORT,20,0.907
9,Instagram,SHORT,21,0.432
9,Instagram,SHORT,22,0.616
9,Instagram,SHORT,23,0.929
9,Instagram,LONG,0,0.581
9,Instagram,LONG,1,0.448
9,Instagram,LONG,2,0.847
9,Instagram,LONG,3,0.571
